Year,Location,Sex or gender,Age at divorce,Indicator,Unit Of Measure,VALUE
1994,Ontario,Females,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",25.0
1994,Ontario,Females,25 to 29 years,Number of divorces,Number,5565.0
1994,Ontario,Females,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",24.7
1994,Ontario,Females,30 to 34 years,Number of divorces,Number,7320.0
1994,Ontario,Females,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",21.2
1994,Ontario,Females,35 to 39 years,Number of divorces,Number,5997.0
1994,Ontario,Females,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",17.2
1994,Ontario,Females,40 to 44 years,Number of divorces,Number,4509.0
1994,Ontario,Females,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",14.1
1994,Ontario,Females,45 to 49 years,Number of divorces,Number,3138.0
1994,Ontario,Females,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",11.0
1994,Ontario,Females,50 to 54 years,Number of divorces,Number,1578.0
1994,Ontario,Females,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",7.2
1994,Ontario,Females,55 to 59 years,Number of divorces,Number,765.0
1994,Ontario,Females,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",4.2
1994,Ontario,Females,60 to 64 years,Number of divorces,Number,432.0
1994,Ontario,Females,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",2.6
1994,Ontario,Females,65 years and over,Number of divorces,Number,318.0
1994,Ontario,Females,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.0
1995,Ontario,Both sexes,All ages,Number of divorces,Number,59862.0
1995,Ontario,Both sexes,All ages,Divorce rate,"Rate per 1,000 married persons",12.0
1995,Ontario,Both sexes,Under 20 years,Number of divorces,Number,45.0
1995,Ontario,Both sexes,Under 20 years,Divorce rate,"Rate per 1,000 married persons",12.8
1995,Ontario,Both sexes,20 to 24 years,Number of divorces,Number,1929.0
1995,Ontario,Both sexes,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",22.8
1995,Ontario,Both sexes,25 to 29 years,Number of divorces,Number,8247.0
1995,Ontario,Both sexes,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",23.2
1995,Ontario,Both sexes,30 to 34 years,Number of divorces,Number,13062.0
1995,Ontario,Both sexes,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",20.4
1995,Ontario,Both sexes,35 to 39 years,Number of divorces,Number,12036.0
1995,Ontario,Both sexes,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",17.6
1995,Ontario,Both sexes,40 to 44 years,Number of divorces,Number,9441.0
1995,Ontario,Both sexes,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",14.7
1995,Ontario,Both sexes,45 to 49 years,Number of divorces,Number,7158.0
1995,Ontario,Both sexes,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",12.0
1995,Ontario,Both sexes,50 to 54 years,Number of divorces,Number,3837.0
1995,Ontario,Both sexes,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",8.3
1995,Ontario,Both sexes,55 to 59 years,Number of divorces,Number,2049.0
1995,Ontario,Both sexes,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",5.3
1995,Ontario,Both sexes,60 to 64 years,Number of divorces,Number,1089.0
1995,Ontario,Both sexes,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.1
1995,Ontario,Both sexes,65 years and over,Number of divorces,Number,969.0
1995,Ontario,Both sexes,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.3
1995,Ontario,Males,All ages,Number of divorces,Number,29931.0
1995,Ontario,Males,All ages,Divorce rate,"Rate per 1,000 married persons",12.1
1995,Ontario,Males,Under 20 years,Number of divorces,Number,9.0
1995,Ontario,Males,Under 20 years,Divorce rate,"Rate per 1,000 married persons",16.2
1995,Ontario,Males,20 to 24 years,Number of divorces,Number,546.0
1995,Ontario,Males,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",21.6
1995,Ontario,Males,25 to 29 years,Number of divorces,Number,3327.0
1995,Ontario,Males,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",22.9
1995,Ontario,Males,30 to 34 years,Number of divorces,Number,6237.0
1995,Ontario,Males,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",20.9
1995,Ontario,Males,35 to 39 years,Number of divorces,Number,6087.0
1995,Ontario,Males,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",18.4
1995,Ontario,Males,40 to 44 years,Number of divorces,Number,5001.0
1995,Ontario,Males,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",15.9
1995,Ontario,Males,45 to 49 years,Number of divorces,Number,3906.0
1995,Ontario,Males,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",12.9
1995,Ontario,Males,50 to 54 years,Number of divorces,Number,2217.0
1995,Ontario,Males,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",9.3
1995,Ontario,Males,55 to 59 years,Number of divorces,Number,1266.0
1995,Ontario,Males,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",6.2
1995,Ontario,Males,60 to 64 years,Number of divorces,Number,696.0
1995,Ontario,Males,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.7
1995,Ontario,Males,65 years and over,Number of divorces,Number,639.0
1995,Ontario,Males,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.5
1995,Ontario,Females,All ages,Number of divorces,Number,29931.0
1995,Ontario,Females,All ages,Divorce rate,"Rate per 1,000 married persons",12.0
1995,Ontario,Females,Under 20 years,Number of divorces,Number,36.0
1995,Ontario,Females,Under 20 years,Divorce rate,"Rate per 1,000 married persons",12.2
1995,Ontario,Females,20 to 24 years,Number of divorces,Number,1383.0
1995,Ontario,Females,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",23.3
1995,Ontario,Females,25 to 29 years,Number of divorces,Number,4920.0
1995,Ontario,Females,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",23.4
1995,Ontario,Females,30 to 34 years,Number of divorces,Number,6825.0
1995,Ontario,Females,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",19.9
1995,Ontario,Females,35 to 39 years,Number of divorces,Number,5949.0
1995,Ontario,Females,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",16.8
1995,Ontario,Females,40 to 44 years,Number of divorces,Number,4440.0
1995,Ontario,Females,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",13.6
1995,Ontario,Females,45 to 49 years,Number of divorces,Number,3252.0
1995,Ontario,Females,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",11.0
1995,Ontario,Females,50 to 54 years,Number of divorces,Number,1620.0
1995,Ontario,Females,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",7.2
1995,Ontario,Females,55 to 59 years,Number of divorces,Number,783.0
1995,Ontario,Females,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",4.2
1995,Ontario,Females,60 to 64 years,Number of divorces,Number,393.0
1995,Ontario,Females,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",2.4
1995,Ontario,Females,65 years and over,Number of divorces,Number,330.0
1995,Ontario,Females,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.0
1996,Ontario,Both sexes,All ages,Number of divorces,Number,51198.0
1996,Ontario,Both sexes,All ages,Divorce rate,"Rate per 1,000 married persons",10.2
1996,Ontario,Both sexes,Under 20 years,Number of divorces,Number,30.0
1996,Ontario,Both sexes,Under 20 years,Divorce rate,"Rate per 1,000 married persons",9.4
1996,Ontario,Both sexes,20 to 24 years,Number of divorces,Number,1374.0
1996,Ontario,Both sexes,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",18.3
1996,Ontario,Both sexes,25 to 29 years,Number of divorces,Number,6153.0
1996,Ontario,Both sexes,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",18.3
1996,Ontario,Both sexes,30 to 34 years,Number of divorces,Number,10524.0
1996,Ontario,Both sexes,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",16.9
1996,Ontario,Both sexes,35 to 39 years,Number of divorces,Number,10359.0
1996,Ontario,Both sexes,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",14.9
1996,Ontario,Both sexes,40 to 44 years,Number of divorces,Number,8550.0
1996,Ontario,Both sexes,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",13.1
1996,Ontario,Both sexes,45 to 49 years,Number of divorces,Number,6525.0
1996,Ontario,Both sexes,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",10.7
1996,Ontario,Both sexes,50 to 54 years,Number of divorces,Number,3804.0
1996,Ontario,Both sexes,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",7.9
1996,Ontario,Both sexes,55 to 59 years,Number of divorces,Number,1857.0
1996,Ontario,Both sexes,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",4.7
1996,Ontario,Both sexes,60 to 64 years,Number of divorces,Number,1014.0
1996,Ontario,Both sexes,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",2.9
1996,Ontario,Both sexes,65 years and over,Number of divorces,Number,1008.0
1996,Ontario,Both sexes,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.3
1996,Ontario,Males,All ages,Number of divorces,Number,25599.0
1996,Ontario,Males,All ages,Divorce rate,"Rate per 1,000 married persons",10.2
1996,Ontario,Males,Under 20 years,Number of divorces,Number,6.0
1996,Ontario,Males,Under 20 years,Divorce rate,"Rate per 1,000 married persons",11.9
1996,Ontario,Males,20 to 24 years,Number of divorces,Number,390.0
1996,Ontario,Males,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",17.6
1996,Ontario,Males,25 to 29 years,Number of divorces,Number,2448.0
1996,Ontario,Males,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",18.1
1996,Ontario,Males,30 to 34 years,Number of divorces,Number,4938.0
1996,Ontario,Males,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",17.1
1996,Ontario,Males,35 to 39 years,Number of divorces,Number,5220.0
1996,Ontario,Males,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",15.6
1996,Ontario,Males,40 to 44 years,Number of divorces,Number,4416.0
1996,Ontario,Males,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",13.8
1996,Ontario,Males,45 to 49 years,Number of divorces,Number,3546.0
1996,Ontario,Males,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",11.5
1996,Ontario,Males,50 to 54 years,Number of divorces,Number,2226.0
1996,Ontario,Males,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",9.0
1996,Ontario,Males,55 to 59 years,Number of divorces,Number,1128.0
1996,Ontario,Males,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",5.5
1996,Ontario,Males,60 to 64 years,Number of divorces,Number,648.0
1996,Ontario,Males,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.4
1996,Ontario,Males,65 years and over,Number of divorces,Number,633.0
1996,Ontario,Males,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.4
1996,Ontario,Females,All ages,Number of divorces,Number,25599.0
1996,Ontario,Females,All ages,Divorce rate,"Rate per 1,000 married persons",10.2
1996,Ontario,Females,Under 20 years,Number of divorces,Number,24.0
1996,Ontario,Females,Under 20 years,Divorce rate,"Rate per 1,000 married persons",9.0
1996,Ontario,Females,20 to 24 years,Number of divorces,Number,984.0
1996,Ontario,Females,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",18.6
1996,Ontario,Females,25 to 29 years,Number of divorces,Number,3705.0
1996,Ontario,Females,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",18.5
1996,Ontario,Females,30 to 34 years,Number of divorces,Number,5586.0
1996,Ontario,Females,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",16.7
1996,Ontario,Females,35 to 39 years,Number of divorces,Number,5139.0
1996,Ontario,Females,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",14.3
1996,Ontario,Females,40 to 44 years,Number of divorces,Number,4134.0
1996,Ontario,Females,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",12.4
1996,Ontario,Females,45 to 49 years,Number of divorces,Number,2979.0
1996,Ontario,Females,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",9.8
1996,Ontario,Females,50 to 54 years,Number of divorces,Number,1578.0
1996,Ontario,Females,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",6.8
1996,Ontario,Females,55 to 59 years,Number of divorces,Number,729.0
1996,Ontario,Females,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",3.8
1996,Ontario,Females,60 to 64 years,Number of divorces,Number,366.0
1996,Ontario,Females,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",2.2
1996,Ontario,Females,65 years and over,Number of divorces,Number,375.0
1996,Ontario,Females,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.1
1997,Ontario,Both sexes,All ages,Number of divorces,Number,48483.0
1997,Ontario,Both sexes,All ages,Divorce rate,"Rate per 1,000 married persons",9.5
1997,Ontario,Both sexes,Under 20 years,Number of divorces,Number,18.0
1997,Ontario,Both sexes,Under 20 years,Divorce rate,"Rate per 1,000 married persons",5.9
1997,Ontario,Both sexes,20 to 24 years,Number of divorces,Number,1248.0
1997,Ontario,Both sexes,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",17.5
1997,Ontario,Both sexes,25 to 29 years,Number of divorces,Number,5442.0
1997,Ontario,Both sexes,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",16.7
1997,Ontario,Both sexes,30 to 34 years,Number of divorces,Number,9690.0
1997,Ontario,Both sexes,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",16.0
1997,Ontario,Both sexes,35 to 39 years,Number of divorces,Number,9870.0
1997,Ontario,Both sexes,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",13.9
1997,Ontario,Both sexes,40 to 44 years,Number of divorces,Number,8217.0
1997,Ontario,Both sexes,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",12.2
1997,Ontario,Both sexes,45 to 49 years,Number of divorces,Number,6213.0
1997,Ontario,Both sexes,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",10.1
1997,Ontario,Both sexes,50 to 54 years,Number of divorces,Number,3966.0
1997,Ontario,Both sexes,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",7.7
1997,Ontario,Both sexes,55 to 59 years,Number of divorces,Number,1965.0
1997,Ontario,Both sexes,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",4.8
1997,Ontario,Both sexes,60 to 64 years,Number of divorces,Number,1002.0
1997,Ontario,Both sexes,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",2.8
1997,Ontario,Both sexes,65 years and over,Number of divorces,Number,855.0
1997,Ontario,Both sexes,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.1
1997,Ontario,Males,All ages,Number of divorces,Number,24243.0
1997,Ontario,Males,All ages,Divorce rate,"Rate per 1,000 married persons",9.6
1997,Ontario,Males,Under 20 years,Number of divorces,Number,0.0
1997,Ontario,Males,Under 20 years,Divorce rate,"Rate per 1,000 married persons",0.0
1997,Ontario,Males,20 to 24 years,Number of divorces,Number,354.0
1997,Ontario,Males,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",16.8
1997,Ontario,Males,25 to 29 years,Number of divorces,Number,2124.0
1997,Ontario,Males,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",16.2
1997,Ontario,Males,30 to 34 years,Number of divorces,Number,4566.0
1997,Ontario,Males,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",16.3
1997,Ontario,Males,35 to 39 years,Number of divorces,Number,4947.0
1997,Ontario,Males,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",14.5
1997,Ontario,Males,40 to 44 years,Number of divorces,Number,4242.0
1997,Ontario,Males,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",12.9
1997,Ontario,Males,45 to 49 years,Number of divorces,Number,3369.0
1997,Ontario,Males,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",10.9
1997,Ontario,Males,50 to 54 years,Number of divorces,Number,2259.0
1997,Ontario,Males,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",8.5
1997,Ontario,Males,55 to 59 years,Number of divorces,Number,1179.0
1997,Ontario,Males,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",5.6
1997,Ontario,Males,60 to 64 years,Number of divorces,Number,633.0
1997,Ontario,Males,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.4
1997,Ontario,Males,65 years and over,Number of divorces,Number,570.0
1997,Ontario,Males,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.2
1997,Ontario,Females,All ages,Number of divorces,Number,24240.0
1997,Ontario,Females,All ages,Divorce rate,"Rate per 1,000 married persons",9.5
1997,Ontario,Females,Under 20 years,Number of divorces,Number,15.0
1997,Ontario,Females,Under 20 years,Divorce rate,"Rate per 1,000 married persons",5.9
1997,Ontario,Females,20 to 24 years,Number of divorces,Number,894.0
1997,Ontario,Females,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",17.8
1997,Ontario,Females,25 to 29 years,Number of divorces,Number,3318.0
1997,Ontario,Females,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",17.1
1997,Ontario,Females,30 to 34 years,Number of divorces,Number,5124.0
1997,Ontario,Females,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",15.7
1997,Ontario,Females,35 to 39 years,Number of divorces,Number,4923.0
1997,Ontario,Females,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",13.4
