Year,Location,Sex or gender,Age at divorce,Indicator,Unit Of Measure,VALUE
2000,Ontario,Both sexes,40 to 44 years,Number of divorces,Number,9504.0
2000,Ontario,Both sexes,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",13.3
2000,Ontario,Both sexes,45 to 49 years,Number of divorces,Number,7221.0
2000,Ontario,Both sexes,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",11.2
2000,Ontario,Both sexes,50 to 54 years,Number of divorces,Number,4731.0
2000,Ontario,Both sexes,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",8.1
2000,Ontario,Both sexes,55 to 59 years,Number of divorces,Number,2370.0
2000,Ontario,Both sexes,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",5.4
2000,Ontario,Both sexes,60 to 64 years,Number of divorces,Number,1155.0
2000,Ontario,Both sexes,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.2
2000,Ontario,Both sexes,65 years and over,Number of divorces,Number,1038.0
2000,Ontario,Both sexes,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.2
2000,Ontario,Males,All ages,Number of divorces,Number,26502.0
2000,Ontario,Males,All ages,Divorce rate,"Rate per 1,000 married persons",10.1
2000,Ontario,Males,Under 20 years,Number of divorces,Number,0.0
2000,Ontario,Males,Under 20 years,Divorce rate,"Rate per 1,000 married persons",0.0
2000,Ontario,Males,20 to 24 years,Number of divorces,Number,345.0
2000,Ontario,Males,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",18.5
2000,Ontario,Males,25 to 29 years,Number of divorces,Number,2175.0
2000,Ontario,Males,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",18.4
2000,Ontario,Males,30 to 34 years,Number of divorces,Number,4263.0
2000,Ontario,Males,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",17.2
2000,Ontario,Males,35 to 39 years,Number of divorces,Number,5511.0
2000,Ontario,Males,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",15.6
2000,Ontario,Males,40 to 44 years,Number of divorces,Number,4839.0
2000,Ontario,Males,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",13.7
2000,Ontario,Males,45 to 49 years,Number of divorces,Number,3807.0
2000,Ontario,Males,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",11.8
2000,Ontario,Males,50 to 54 years,Number of divorces,Number,2685.0
2000,Ontario,Males,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",9.0
2000,Ontario,Males,55 to 59 years,Number of divorces,Number,1437.0
2000,Ontario,Males,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",6.2
2000,Ontario,Males,60 to 64 years,Number of divorces,Number,741.0
2000,Ontario,Males,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.9
2000,Ontario,Males,65 years and over,Number of divorces,Number,699.0
2000,Ontario,Males,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.4
2000,Ontario,Females,All ages,Number of divorces,Number,26502.0
2000,Ontario,Females,All ages,Divorce rate,"Rate per 1,000 married persons",10.1
2000,Ontario,Females,Under 20 years,Number of divorces,Number,15.0
2000,Ontario,Females,Under 20 years,Divorce rate,"Rate per 1,000 married persons",6.4
2000,Ontario,Females,20 to 24 years,Number of divorces,Number,882.0
2000,Ontario,Females,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",19.8
2000,Ontario,Females,25 to 29 years,Number of divorces,Number,3351.0
2000,Ontario,Females,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",18.9
2000,Ontario,Females,30 to 34 years,Number of divorces,Number,4902.0
2000,Ontario,Females,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",16.7
2000,Ontario,Females,35 to 39 years,Number of divorces,Number,5541.0
2000,Ontario,Females,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",14.6
2000,Ontario,Females,40 to 44 years,Number of divorces,Number,4665.0
2000,Ontario,Females,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",12.8
2000,Ontario,Females,45 to 49 years,Number of divorces,Number,3414.0
2000,Ontario,Females,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",10.5
2000,Ontario,Females,50 to 54 years,Number of divorces,Number,2046.0
2000,Ontario,Females,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",7.2
2000,Ontario,Females,55 to 59 years,Number of divorces,Number,933.0
2000,Ontario,Females,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",4.4
2000,Ontario,Females,60 to 64 years,Number of divorces,Number,414.0
2000,Ontario,Females,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",2.4
2000,Ontario,Females,65 years and over,Number of divorces,Number,339.0
2000,Ontario,Females,65 years and over,Divorce rate,"Rate per 1,000 married persons",0.9
2001,Ontario,Both sexes,All ages,Number of divorces,Number,53340.0
2001,Ontario,Both sexes,All ages,Divorce rate,"Rate per 1,000 married persons",10.0
2001,Ontario,Both sexes,Under 20 years,Number of divorces,Number,27.0
2001,Ontario,Both sexes,Under 20 years,Divorce rate,"Rate per 1,000 married persons",9.5
2001,Ontario,Both sexes,20 to 24 years,Number of divorces,Number,1392.0
2001,Ontario,Both sexes,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",22.6
2001,Ontario,Both sexes,25 to 29 years,Number of divorces,Number,5400.0
2001,Ontario,Both sexes,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",18.7
2001,Ontario,Both sexes,30 to 34 years,Number of divorces,Number,9066.0
2001,Ontario,Both sexes,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",16.8
2001,Ontario,Both sexes,35 to 39 years,Number of divorces,Number,10833.0
2001,Ontario,Both sexes,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",14.9
2001,Ontario,Both sexes,40 to 44 years,Number of divorces,Number,9834.0
2001,Ontario,Both sexes,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",13.3
2001,Ontario,Both sexes,45 to 49 years,Number of divorces,Number,7272.0
2001,Ontario,Both sexes,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",11.0
2001,Ontario,Both sexes,50 to 54 years,Number of divorces,Number,4965.0
2001,Ontario,Both sexes,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",8.2
2001,Ontario,Both sexes,55 to 59 years,Number of divorces,Number,2466.0
2001,Ontario,Both sexes,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",5.4
2001,Ontario,Both sexes,60 to 64 years,Number of divorces,Number,1110.0
2001,Ontario,Both sexes,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.0
2001,Ontario,Both sexes,65 years and over,Number of divorces,Number,975.0
2001,Ontario,Both sexes,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.1
2001,Ontario,Males,All ages,Number of divorces,Number,26670.0
2001,Ontario,Males,All ages,Divorce rate,"Rate per 1,000 married persons",10.0
2001,Ontario,Males,Under 20 years,Number of divorces,Number,3.0
2001,Ontario,Males,Under 20 years,Divorce rate,"Rate per 1,000 married persons",5.1
2001,Ontario,Males,20 to 24 years,Number of divorces,Number,420.0
2001,Ontario,Males,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",23.3
2001,Ontario,Males,25 to 29 years,Number of divorces,Number,2139.0
2001,Ontario,Males,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",18.6
2001,Ontario,Males,30 to 34 years,Number of divorces,Number,4176.0
2001,Ontario,Males,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",17.0
2001,Ontario,Males,35 to 39 years,Number of divorces,Number,5361.0
2001,Ontario,Males,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",15.3
2001,Ontario,Males,40 to 44 years,Number of divorces,Number,5046.0
2001,Ontario,Males,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",13.9
2001,Ontario,Males,45 to 49 years,Number of divorces,Number,3843.0
2001,Ontario,Males,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",11.6
2001,Ontario,Males,50 to 54 years,Number of divorces,Number,2835.0
2001,Ontario,Males,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",9.2
2001,Ontario,Males,55 to 59 years,Number of divorces,Number,1497.0
2001,Ontario,Males,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",6.2
2001,Ontario,Males,60 to 64 years,Number of divorces,Number,699.0
2001,Ontario,Males,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.6
2001,Ontario,Males,65 years and over,Number of divorces,Number,651.0
2001,Ontario,Males,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.3
2001,Ontario,Females,All ages,Number of divorces,Number,26670.0
2001,Ontario,Females,All ages,Divorce rate,"Rate per 1,000 married persons",10.0
2001,Ontario,Females,Under 20 years,Number of divorces,Number,24.0
2001,Ontario,Females,Under 20 years,Divorce rate,"Rate per 1,000 married persons",10.6
2001,Ontario,Females,20 to 24 years,Number of divorces,Number,972.0
2001,Ontario,Females,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",22.4
2001,Ontario,Females,25 to 29 years,Number of divorces,Number,3261.0
2001,Ontario,Females,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",18.8
2001,Ontario,Females,30 to 34 years,Number of divorces,Number,4890.0
2001,Ontario,Females,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",16.7
2001,Ontario,Females,35 to 39 years,Number of divorces,Number,5472.0
2001,Ontario,Females,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",14.6
2001,Ontario,Females,40 to 44 years,Number of divorces,Number,4788.0
2001,Ontario,Females,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",12.8
2001,Ontario,Females,45 to 49 years,Number of divorces,Number,3429.0
2001,Ontario,Females,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",10.3
2001,Ontario,Females,50 to 54 years,Number of divorces,Number,2130.0
2001,Ontario,Females,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",7.2
2001,Ontario,Females,55 to 59 years,Number of divorces,Number,969.0
2001,Ontario,Females,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",4.4
2001,Ontario,Females,60 to 64 years,Number of divorces,Number,411.0
2001,Ontario,Females,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",2.3
2001,Ontario,Females,65 years and over,Number of divorces,Number,324.0
2001,Ontario,Females,65 years and over,Divorce rate,"Rate per 1,000 married persons",0.9
2002,Ontario,Both sexes,All ages,Number of divorces,Number,52710.0
2002,Ontario,Both sexes,All ages,Divorce rate,"Rate per 1,000 married persons",9.7
2002,Ontario,Both sexes,Under 20 years,Number of divorces,Number,15.0
2002,Ontario,Both sexes,Under 20 years,Divorce rate,"Rate per 1,000 married persons",5.4
2002,Ontario,Both sexes,20 to 24 years,Number of divorces,Number,1401.0
2002,Ontario,Both sexes,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",22.6
2002,Ontario,Both sexes,25 to 29 years,Number of divorces,Number,5130.0
2002,Ontario,Both sexes,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",17.9
2002,Ontario,Both sexes,30 to 34 years,Number of divorces,Number,8766.0
2002,Ontario,Both sexes,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",16.3
2002,Ontario,Both sexes,35 to 39 years,Number of divorces,Number,10452.0
2002,Ontario,Both sexes,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",14.6
2002,Ontario,Both sexes,40 to 44 years,Number of divorces,Number,9795.0
2002,Ontario,Both sexes,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",13.0
2002,Ontario,Both sexes,45 to 49 years,Number of divorces,Number,7479.0
2002,Ontario,Both sexes,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",11.0
2002,Ontario,Both sexes,50 to 54 years,Number of divorces,Number,4803.0
2002,Ontario,Both sexes,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",7.9
2002,Ontario,Both sexes,55 to 59 years,Number of divorces,Number,2643.0
2002,Ontario,Both sexes,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",5.3
2002,Ontario,Both sexes,60 to 64 years,Number of divorces,Number,1230.0
2002,Ontario,Both sexes,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.2
2002,Ontario,Both sexes,65 years and over,Number of divorces,Number,996.0
2002,Ontario,Both sexes,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.1
2002,Ontario,Males,All ages,Number of divorces,Number,26355.0
2002,Ontario,Males,All ages,Divorce rate,"Rate per 1,000 married persons",9.7
2002,Ontario,Males,Under 20 years,Number of divorces,Number,3.0
2002,Ontario,Males,Under 20 years,Divorce rate,"Rate per 1,000 married persons",5.5
2002,Ontario,Males,20 to 24 years,Number of divorces,Number,393.0
2002,Ontario,Males,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",22.4
2002,Ontario,Males,25 to 29 years,Number of divorces,Number,2052.0
2002,Ontario,Males,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",17.9
2002,Ontario,Males,30 to 34 years,Number of divorces,Number,4065.0
2002,Ontario,Males,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",16.4
2002,Ontario,Males,35 to 39 years,Number of divorces,Number,5190.0
2002,Ontario,Males,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",15.0
2002,Ontario,Males,40 to 44 years,Number of divorces,Number,4980.0
2002,Ontario,Males,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",13.4
2002,Ontario,Males,45 to 49 years,Number of divorces,Number,3963.0
2002,Ontario,Males,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",11.7
2002,Ontario,Males,50 to 54 years,Number of divorces,Number,2670.0
2002,Ontario,Males,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",8.7
2002,Ontario,Males,55 to 59 years,Number of divorces,Number,1596.0
2002,Ontario,Males,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",6.2
2002,Ontario,Males,60 to 64 years,Number of divorces,Number,795.0
2002,Ontario,Males,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",4.0
2002,Ontario,Males,65 years and over,Number of divorces,Number,648.0
2002,Ontario,Males,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.3
2002,Ontario,Females,All ages,Number of divorces,Number,26355.0
2002,Ontario,Females,All ages,Divorce rate,"Rate per 1,000 married persons",9.7
2002,Ontario,Females,Under 20 years,Number of divorces,Number,12.0
2002,Ontario,Females,Under 20 years,Divorce rate,"Rate per 1,000 married persons",5.4
2002,Ontario,Females,20 to 24 years,Number of divorces,Number,1008.0
2002,Ontario,Females,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",22.7
2002,Ontario,Females,25 to 29 years,Number of divorces,Number,3078.0
2002,Ontario,Females,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",17.9
2002,Ontario,Females,30 to 34 years,Number of divorces,Number,4701.0
2002,Ontario,Females,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",16.1
2002,Ontario,Females,35 to 39 years,Number of divorces,Number,5262.0
2002,Ontario,Females,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",14.2
2002,Ontario,Females,40 to 44 years,Number of divorces,Number,4815.0
2002,Ontario,Females,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",12.7
2002,Ontario,Females,45 to 49 years,Number of divorces,Number,3516.0
2002,Ontario,Females,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",10.3
2002,Ontario,Females,50 to 54 years,Number of divorces,Number,2133.0
2002,Ontario,Females,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",7.2
2002,Ontario,Females,55 to 59 years,Number of divorces,Number,1047.0
2002,Ontario,Females,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",4.4
2002,Ontario,Females,60 to 64 years,Number of divorces,Number,435.0
2002,Ontario,Females,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",2.4
2002,Ontario,Females,65 years and over,Number of divorces,Number,348.0
2002,Ontario,Females,65 years and over,Divorce rate,"Rate per 1,000 married persons",0.9
2003,Ontario,Both sexes,All ages,Number of divorces,Number,55239.0
2003,Ontario,Both sexes,All ages,Divorce rate,"Rate per 1,000 married persons",10.1
2003,Ontario,Both sexes,Under 20 years,Number of divorces,Number,18.0
2003,Ontario,Both sexes,Under 20 years,Divorce rate,"Rate per 1,000 married persons",6.7
2003,Ontario,Both sexes,20 to 24 years,Number of divorces,Number,1365.0
2003,Ontario,Both sexes,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",21.7
2003,Ontario,Both sexes,25 to 29 years,Number of divorces,Number,5487.0
2003,Ontario,Both sexes,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",19.3
2003,Ontario,Both sexes,30 to 34 years,Number of divorces,Number,9174.0
2003,Ontario,Both sexes,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",17.2
2003,Ontario,Both sexes,35 to 39 years,Number of divorces,Number,10620.0
2003,Ontario,Both sexes,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",15.3
2003,Ontario,Both sexes,40 to 44 years,Number of divorces,Number,10413.0
2003,Ontario,Both sexes,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",13.6
2003,Ontario,Both sexes,45 to 49 years,Number of divorces,Number,7935.0
2003,Ontario,Both sexes,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",11.4
2003,Ontario,Both sexes,50 to 54 years,Number of divorces,Number,5103.0
2003,Ontario,Both sexes,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",8.4
2003,Ontario,Both sexes,55 to 59 years,Number of divorces,Number,2844.0
2003,Ontario,Both sexes,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",5.4
2003,Ontario,Both sexes,60 to 64 years,Number of divorces,Number,1281.0
2003,Ontario,Both sexes,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.2
2003,Ontario,Both sexes,65 years and over,Number of divorces,Number,999.0
2003,Ontario,Both sexes,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.1
2003,Ontario,Males,All ages,Number of divorces,Number,27618.0
2003,Ontario,Males,All ages,Divorce rate,"Rate per 1,000 married persons",10.1
2003,Ontario,Males,Under 20 years,Number of divorces,Number,3.0
2003,Ontario,Males,Under 20 years,Divorce rate,"Rate per 1,000 married persons",6.0
2003,Ontario,Males,20 to 24 years,Number of divorces,Number,357.0
2003,Ontario,Males,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",20.7
2003,Ontario,Males,25 to 29 years,Number of divorces,Number,2181.0
2003,Ontario,Males,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",19.1
2003,Ontario,Males,30 to 34 years,Number of divorces,Number,4236.0
2003,Ontario,Males,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",17.2
2003,Ontario,Males,35 to 39 years,Number of divorces,Number,5244.0
2003,Ontario,Males,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",15.6
2003,Ontario,Males,40 to 44 years,Number of divorces,Number,5331.0
2003,Ontario,Males,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",14.0
2003,Ontario,Males,45 to 49 years,Number of divorces,Number,4179.0
2003,Ontario,Males,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",12.0
2003,Ontario,Males,50 to 54 years,Number of divorces,Number,2895.0
2003,Ontario,Males,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",9.4
2003,Ontario,Males,55 to 59 years,Number of divorces,Number,1707.0
2003,Ontario,Males,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",6.3
2003,Ontario,Males,60 to 64 years,Number of divorces,Number,816.0
2003,Ontario,Males,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.9
2003,Ontario,Males,65 years and over,Number of divorces,Number,669.0
2003,Ontario,Males,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.3
2003,Ontario,Females,All ages,Number of divorces,Number,27621.0
2003,Ontario,Females,All ages,Divorce rate,"Rate per 1,000 married persons",10.1
2003,Ontario,Females,Under 20 years,Number of divorces,Number,15.0
2003,Ontario,Females,Under 20 years,Divorce rate,"Rate per 1,000 married persons",6.9
2003,Ontario,Females,20 to 24 years,Number of divorces,Number,1008.0
2003,Ontario,Females,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",22.1
2003,Ontario,Females,25 to 29 years,Number of divorces,Number,3306.0
2003,Ontario,Females,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",19.5
2003,Ontario,Females,30 to 34 years,Number of divorces,Number,4938.0
2003,Ontario,Females,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",17.1
2003,Ontario,Females,35 to 39 years,Number of divorces,Number,5376.0
2003,Ontario,Females,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",15.0
2003,Ontario,Females,40 to 44 years,Number of divorces,Number,5082.0
2003,Ontario,Females,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",13.2
2003,Ontario,Females,45 to 49 years,Number of divorces,Number,3756.0
2003,Ontario,Females,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",10.7
2003,Ontario,Females,50 to 54 years,Number of divorces,Number,2208.0
2003,Ontario,Females,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",7.3
2003,Ontario,Females,55 to 59 years,Number of divorces,Number,1137.0
2003,Ontario,Females,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",4.5
2003,Ontario,Females,60 to 64 years,Number of divorces,Number,465.0
2003,Ontario,Females,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",2.5
2003,Ontario,Females,65 years and over,Number of divorces,Number,330.0
2003,Ontario,Females,65 years and over,Divorce rate,"Rate per 1,000 married persons",0.8
2004,Ontario,Both sexes,All ages,Number of divorces,Number,52956.0
2004,Ontario,Both sexes,All ages,Divorce rate,"Rate per 1,000 married persons",9.5
2004,Ontario,Both sexes,Under 20 years,Number of divorces,Number,12.0
2004,Ontario,Both sexes,Under 20 years,Divorce rate,"Rate per 1,000 married persons",4.6
2004,Ontario,Both sexes,20 to 24 years,Number of divorces,Number,1383.0
2004,Ontario,Both sexes,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",21.7
2004,Ontario,Both sexes,25 to 29 years,Number of divorces,Number,5007.0
2004,Ontario,Both sexes,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",17.7
2004,Ontario,Both sexes,30 to 34 years,Number of divorces,Number,8163.0
2004,Ontario,Both sexes,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",15.5
2004,Ontario,Both sexes,35 to 39 years,Number of divorces,Number,9567.0
2004,Ontario,Both sexes,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",14.2
2004,Ontario,Both sexes,40 to 44 years,Number of divorces,Number,10167.0
2004,Ontario,Both sexes,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",13.0
2004,Ontario,Both sexes,45 to 49 years,Number of divorces,Number,7971.0
2004,Ontario,Both sexes,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",11.2
2004,Ontario,Both sexes,50 to 54 years,Number of divorces,Number,5226.0
2004,Ontario,Both sexes,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",8.4
2004,Ontario,Both sexes,55 to 59 years,Number of divorces,Number,3042.0
2004,Ontario,Both sexes,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",5.6
2004,Ontario,Both sexes,60 to 64 years,Number of divorces,Number,1380.0
2004,Ontario,Both sexes,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.4
2004,Ontario,Both sexes,65 years and over,Number of divorces,Number,1038.0
2004,Ontario,Both sexes,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.1
2004,Ontario,Males,All ages,Number of divorces,Number,26478.0
2004,Ontario,Males,All ages,Divorce rate,"Rate per 1,000 married persons",9.5
2004,Ontario,Males,Under 20 years,Number of divorces,Number,0.0
2004,Ontario,Males,Under 20 years,Divorce rate,"Rate per 1,000 married persons",0.0
2004,Ontario,Males,20 to 24 years,Number of divorces,Number,390.0
2004,Ontario,Males,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",23.1
2004,Ontario,Males,25 to 29 years,Number of divorces,Number,1974.0
2004,Ontario,Males,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",17.2
2004,Ontario,Males,30 to 34 years,Number of divorces,Number,3789.0
2004,Ontario,Males,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",15.6
2004,Ontario,Males,35 to 39 years,Number of divorces,Number,4740.0
2004,Ontario,Males,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",14.6
2004,Ontario,Males,40 to 44 years,Number of divorces,Number,5151.0
2004,Ontario,Males,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",13.3
2004,Ontario,Males,45 to 49 years,Number of divorces,Number,4158.0
2004,Ontario,Males,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",11.7
2004,Ontario,Males,50 to 54 years,Number of divorces,Number,2901.0
2004,Ontario,Males,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",9.2
2004,Ontario,Males,55 to 59 years,Number of divorces,Number,1815.0
2004,Ontario,Males,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",6.4
2004,Ontario,Males,60 to 64 years,Number of divorces,Number,867.0
2004,Ontario,Males,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",4.0
2004,Ontario,Males,65 years and over,Number of divorces,Number,693.0
2004,Ontario,Males,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.3
2004,Ontario,Females,All ages,Number of divorces,Number,26478.0
2004,Ontario,Females,All ages,Divorce rate,"Rate per 1,000 married persons",9.5
2004,Ontario,Females,Under 20 years,Number of divorces,Number,12.0
2004,Ontario,Females,Under 20 years,Divorce rate,"Rate per 1,000 married persons",5.6
2004,Ontario,Females,20 to 24 years,Number of divorces,Number,993.0
2004,Ontario,Females,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",21.2
2004,Ontario,Females,25 to 29 years,Number of divorces,Number,3033.0
2004,Ontario,Females,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",18.0
2004,Ontario,Females,30 to 34 years,Number of divorces,Number,4374.0
2004,Ontario,Females,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",15.4
2004,Ontario,Females,35 to 39 years,Number of divorces,Number,4827.0
2004,Ontario,Females,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",13.9
2004,Ontario,Females,40 to 44 years,Number of divorces,Number,5016.0
2004,Ontario,Females,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",12.8
2004,Ontario,Females,45 to 49 years,Number of divorces,Number,3813.0
2004,Ontario,Females,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",10.7
2004,Ontario,Females,50 to 54 years,Number of divorces,Number,2325.0
2004,Ontario,Females,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",7.5
2004,Ontario,Females,55 to 59 years,Number of divorces,Number,1227.0
2004,Ontario,Females,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",4.7
2004,Ontario,Females,60 to 64 years,Number of divorces,Number,513.0
2004,Ontario,Females,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",2.6
2004,Ontario,Females,65 years and over,Number of divorces,Number,345.0
2004,Ontario,Females,65 years and over,Divorce rate,"Rate per 1,000 married persons",0.8
2005,Ontario,Both sexes,All ages,Number of divorces,Number,57906.0
2005,Ontario,Both sexes,All ages,Divorce rate,"Rate per 1,000 married persons",10.3
2005,Ontario,Both sexes,Under 20 years,Number of divorces,Number,15.0
2005,Ontario,Both sexes,Under 20 years,Divorce rate,"Rate per 1,000 married persons",6.1
2005,Ontario,Both sexes,20 to 24 years,Number of divorces,Number,1455.0
2005,Ontario,Both sexes,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",22.7
2005,Ontario,Both sexes,25 to 29 years,Number of divorces,Number,5502.0
